"id","parent_id:id","name"
"of_naf_01_41Z","of_naf_01_41","[01.41Z] Élevage de vaches laitières"
"of_naf_01_42Z","of_naf_01_42","[01.42Z] Élevage d'autres bovins et de buffles"
"of_naf_01_43Z","of_naf_01_43","[01.43Z] Élevage de chevaux et d'autres équidés"
"of_naf_01_44Z","of_naf_01_44","[01.44Z] Élevage de chameaux et d'autres camélidés"
"of_naf_01_45Z","of_naf_01_45","[01.45Z] Élevage d'ovins et de caprins"
"of_naf_01_46Z","of_naf_01_46","[01.46Z] Élevage de porcins"
"of_naf_01_47Z","of_naf_01_47","[01.47Z] Élevage de volailles"
"of_naf_01_49Z","of_naf_01_49","[01.49Z] Élevage d'autres animaux"
"of_naf_01_50Z","of_naf_01_50","[01.50Z] Culture et élevage associés"
"of_naf_01_61Z","of_naf_01_61","[01.61Z] Activités de soutien aux cultures"
"of_naf_01_62Z","of_naf_01_62","[01.62Z] Activités de soutien à la production animale"
"of_naf_01_63Z","of_naf_01_63","[01.63Z] Traitement primaire des récoltes"
"of_naf_01_64Z","of_naf_01_64","[01.64Z] Traitement des semences"
"of_naf_01_70Z","of_naf_01_70","[01.70Z] Chasse, piégeage et services annexes"
"of_naf_02_10Z","of_naf_02_10","[02.10Z] Sylviculture et autres activités forestières"
"of_naf_02_20Z","of_naf_02_20","[02.20Z] Exploitation forestière"
"of_naf_02_30Z","of_naf_02_30","[02.30Z] Récolte de produits forestiers non ligneux poussant à l'état sauvage"
"of_naf_02_40Z","of_naf_02_40","[02.40Z] Services de soutien à l'exploitation forestière"
"of_naf_03_11Z","of_naf_03_11","[03.11Z] Pêche en mer"
"of_naf_03_12Z","of_naf_03_12","[03.12Z] Pêche en eau douce"
"of_naf_03_21Z","of_naf_03_21","[03.21Z] Aquaculture en mer"
"of_naf_03_22Z","of_naf_03_22","[03.22Z] Aquaculture en eau douce"
"of_naf_05_10Z","of_naf_05_10","[05.10Z] Extraction de houille"
"of_naf_05_20Z","of_naf_05_20","[05.20Z] Extraction de lignite"
"of_naf_06_10Z","of_naf_06_10","[06.10Z] Extraction de pétrole brut"
"of_naf_06_20Z","of_naf_06_20","[06.20Z] Extraction de gaz naturel"
"of_naf_07_10Z","of_naf_07_10","[07.10Z] Extraction de minerais de fer"
"of_naf_07_21Z","of_naf_07_21","[07.21Z] Extraction de minerais d'uranium et de thorium"
"of_naf_07_29Z","of_naf_07_29","[07.29Z] Extraction d'autres minerais de métaux non ferreux"
"of_naf_08_11Z","of_naf_08_11","[08.11Z] Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise"
"of_naf_08_12Z","of_naf_08_12","[08.12Z] Exploitation de gravières et sablières, extraction d'argiles et de kaolin"
"of_naf_08_91Z","of_naf_08_91","[08.91Z] Extraction des minéraux chimiques et d'engrais minéraux"
"of_naf_08_92Z","of_naf_08_92","[08.92Z] Extraction de tourbe"
"of_naf_08_93Z","of_naf_08_93","[08.93Z] Production de sel"
"of_naf_08_99Z","of_naf_08_99","[08.99Z] Autres activités extractives n.c.a."
"of_naf_09_10Z","of_naf_09_10","[09.10Z] Activités de soutien à l'extraction d'hydrocarbures"
"of_naf_09_90Z","of_naf_09_90","[09.90Z] Activités de soutien aux autres industries extractives"
"of_naf_10_11Z","of_naf_10_11","[10.11Z] Transformation et conservation de la viande de boucherie"
"of_naf_10_12Z","of_naf_10_12","[10.12Z] Transformation et conservation de la viande de volaille"
"of_naf_10_13A","of_naf_10_13","[10.13A] Préparation industrielle de produits à base de viande"
"of_naf_10_13B","of_naf_10_13","[10.13B] Charcuterie"
"of_naf_10_20Z","of_naf_10_20","[10.20Z] Transformation et conservation de poisson, de crustacés et de mollusques"
"of_naf_10_31Z","of_naf_10_31","[10.31Z] Transformation et conservation de pommes de terre"
"of_naf_10_32Z","of_naf_10_32","[10.32Z] Préparation de jus de fruits et légumes"
"of_naf_10_39A","of_naf_10_39","[10.39A] Autre transformation et conservation de légumes"
"of_naf_10_39B","of_naf_10_39","[10.39B] Transformation et conservation de fruits"
"of_naf_10_41A","of_naf_10_41","[10.41A] Fabrication d'huiles et graisses brutes"
"of_naf_10_41B","of_naf_10_41","[10.41B] Fabrication d'huiles et graisses raffinées"
"of_naf_10_42Z","of_naf_10_42","[10.42Z] Fabrication de margarine et graisses comestibles similaires"
"of_naf_10_51A","of_naf_10_51","[10.51A] Fabrication de lait liquide et de produits frais"
"of_naf_10_51B","of_naf_10_51","[10.51B] Fabrication de beurre"
"of_naf_10_51C","of_naf_10_51","[10.51C] Fabrication de fromage"
"of_naf_10_51D","of_naf_10_51","[10.51D] Fabrication d'autres produits laitiers"
"of_naf_10_52Z","of_naf_10_52","[10.52Z] Fabrication de glaces et sorbets"
"of_naf_10_61A","of_naf_10_61","[10.61A] Meunerie"
"of_naf_10_61B","of_naf_10_61","[10.61B] Autres activités du travail des grains"
"of_naf_10_62Z","of_naf_10_62","[10.62Z] Fabrication de produits amylacés"
"of_naf_10_71A","of_naf_10_71","[10.71A] Fabrication industrielle de pain et de pâtisserie fraîche"
"of_naf_10_71B","of_naf_10_71","[10.71B] Cuisson de produits de boulangerie"
"of_naf_10_71C","of_naf_10_71","[10.71C] Boulangerie et boulangerie-pâtisserie"
"of_naf_10_71D","of_naf_10_71","[10.71D] Pâtisserie"
"of_naf_10_72Z","of_naf_10_72","[10.72Z] Fabrication de biscuits, biscottes et pâtisseries de conservation"
"of_naf_10_73Z","of_naf_10_73","[10.73Z] Fabrication de pâtes alimentaires"
"of_naf_10_81Z","of_naf_10_81","[10.81Z] Fabrication de sucre"
"of_naf_10_82Z","of_naf_10_82","[10.82Z] Fabrication de cacao, chocolat et de produits de confiserie"
"of_naf_10_83Z","of_naf_10_83","[10.83Z] Transformation du thé et du café"
"of_naf_10_84Z","of_naf_10_84","[10.84Z] Fabrication de condiments et assaisonnements"
"of_naf_10_85Z","of_naf_10_85","[10.85Z] Fabrication de plats préparés"
"of_naf_10_86Z","of_naf_10_86","[10.86Z] Fabrication d'aliments homogénéisés et diététiques"
"of_naf_10_89Z","of_naf_10_89","[10.89Z] Fabrication d'autres produits alimentaires n.c.a."
"of_naf_10_91Z","of_naf_10_91","[10.91Z] Fabrication d'aliments pour animaux de ferme"
"of_naf_10_92Z","of_naf_10_92","[10.92Z] Fabrication d'aliments pour animaux de compagnie"
"of_naf_11_01Z","of_naf_11_01","[11.01Z] Production de boissons alcooliques distillées"
"of_naf_11_02A","of_naf_11_02","[11.02A] Fabrication de vins effervescents"
"of_naf_11_02B","of_naf_11_02","[11.02B] Vinification"
"of_naf_11_03Z","of_naf_11_03","[11.03Z] Fabrication de cidre et de vins de fruits"
"of_naf_11_04Z","of_naf_11_04","[11.04Z] Production d'autres boissons fermentées non distillées"
"of_naf_11_05Z","of_naf_11_05","[11.05Z] Fabrication de bière"
"of_naf_11_06Z","of_naf_11_06","[11.06Z] Fabrication de malt"
"of_naf_11_07A","of_naf_11_07","[11.07A] Industrie des eaux de table"
"of_naf_11_07B","of_naf_11_07","[11.07B] Production de boissons rafraîchissantes"
"of_naf_12_00Z","of_naf_12_00","[12.00Z] Fabrication de produits à base de tabac"
"of_naf_13_10Z","of_naf_13_10","[13.10Z] Préparation de fibres textiles et filature"
"of_naf_13_20Z","of_naf_13_20","[13.20Z] Tissage"
"of_naf_13_30Z","of_naf_13_30","[13.30Z] Ennoblissement textile"
"of_naf_13_91Z","of_naf_13_91","[13.91Z] Fabrication d'étoffes à mailles"
"of_naf_13_92Z","of_naf_13_92","[13.92Z] Fabrication d'articles textiles, sauf habillement"
"of_naf_13_93Z","of_naf_13_93","[13.93Z] Fabrication de tapis et moquettes"
"of_naf_13_94Z","of_naf_13_94","[13.94Z] Fabrication de ficelles, cordes et filets"
"of_naf_13_95Z","of_naf_13_95","[13.95Z] Fabrication de non-tissés, sauf habillement"
"of_naf_13_96Z","of_naf_13_96","[13.96Z] Fabrication d'autres textiles techniques et industriels"
"of_naf_13_99Z","of_naf_13_99","[13.99Z] Fabrication d'autres textiles n.c.a."
"of_naf_14_11Z","of_naf_14_11","[14.11Z] Fabrication de vêtements en cuir"
"of_naf_14_12Z","of_naf_14_12","[14.12Z] Fabrication de vêtements de travail"
"of_naf_14_13Z","of_naf_14_13","[14.13Z] Fabrication de vêtements de dessus"
"of_naf_14_14Z","of_naf_14_14","[14.14Z] Fabrication de vêtements de dessous"
"of_naf_14_19Z","of_naf_14_19","[14.19Z] Fabrication d'autres vêtements et accessoires"
"of_naf_14_20Z","of_naf_14_20","[14.20Z] Fabrication d'articles en fourrure"
"of_naf_14_31Z","of_naf_14_31","[14.31Z] Fabrication d'articles chaussants à mailles"
"of_naf_14_39Z","of_naf_14_39","[14.39Z] Fabrication d'autres articles à mailles"
"of_naf_15_11Z","of_naf_15_11","[15.11Z] Apprêt et tannage des cuirs ; préparation et teinture des fourrures"
"of_naf_15_12Z","of_naf_15_12","[15.12Z] Fabrication d'articles de voyage, de maroquinerie et de sellerie"
"of_naf_15_20Z","of_naf_15_20","[15.20Z] Fabrication de chaussures"
"of_naf_16_10A","of_naf_16_10","[16.10A] Sciage et rabotage du bois, hors imprégnation"
"of_naf_16_10B","of_naf_16_10","[16.10B] Imprégnation du bois"
"of_naf_16_21Z","of_naf_16_21","[16.21Z] Fabrication de placage et de panneaux de bois"
"of_naf_16_22Z","of_naf_16_22","[16.22Z] Fabrication de parquets assemblés"
"of_naf_16_23Z","of_naf_16_23","[16.23Z] Fabrication de charpentes et d'autres menuiseries"
"of_naf_16_24Z","of_naf_16_24","[16.24Z] Fabrication d'emballages en bois"
"of_naf_16_29Z","of_naf_16_29","[16.29Z] Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie"
"of_naf_17_11Z","of_naf_17_11","[17.11Z] Fabrication de pâte à papier"
"of_naf_17_12Z","of_naf_17_12","[17.12Z] Fabrication de papier et de carton"
"of_naf_17_21A","of_naf_17_21","[17.21A] Fabrication de carton ondulé"
"of_naf_17_21B","of_naf_17_21","[17.21B] Fabrication de cartonnages"
"of_naf_17_21C","of_naf_17_21","[17.21C] Fabrication d'emballages en papier"
"of_naf_17_22Z","of_naf_17_22","[17.22Z] Fabrication d'articles en papier à usage sanitaire ou domestique"
"of_naf_17_23Z","of_naf_17_23","[17.23Z] Fabrication d'articles de papeterie"
"of_naf_17_24Z","of_naf_17_24","[17.24Z] Fabrication de papiers peints"
"of_naf_17_29Z","of_naf_17_29","[17.29Z] Fabrication d'autres articles en papier ou en carton"
"of_naf_18_11Z","of_naf_18_11","[18.11Z] Imprimerie de journaux"
"of_naf_18_12Z","of_naf_18_12","[18.12Z] Autre imprimerie (labeur)"
"of_naf_18_13Z","of_naf_18_13","[18.13Z] Activités de pré-presse"
"of_naf_18_14Z","of_naf_18_14","[18.14Z] Reliure et activités connexes"
"of_naf_18_20Z","of_naf_18_20","[18.20Z] Reproduction d'enregistrements"
"of_naf_19_10Z","of_naf_19_10","[19.10Z] Cokéfaction"
"of_naf_19_20Z","of_naf_19_20","[19.20Z] Raffinage du pétrole"
"of_naf_20_11Z","of_naf_20_11","[20.11Z] Fabrication de gaz industriels"
"of_naf_20_12Z","of_naf_20_12","[20.12Z] Fabrication de colorants et de pigments"
"of_naf_20_13A","of_naf_20_13","[20.13A] Enrichissement et retraitement de matières nucléaires"
"of_naf_20_13B","of_naf_20_13","[20.13B] Fabrication d'autres produits chimiques inorganiques de base n.c.a."
"of_naf_20_14Z","of_naf_20_14","[20.14Z] Fabrication d'autres produits chimiques organiques de base"
"of_naf_20_15Z","of_naf_20_15","[20.15Z] Fabrication de produits azotés et d'engrais"
"of_naf_20_16Z","of_naf_20_16","[20.16Z] Fabrication de matières plastiques de base"
"of_naf_20_17Z","of_naf_20_17","[20.17Z] Fabrication de caoutchouc synthétique"
"of_naf_20_20Z","of_naf_20_20","[20.20Z] Fabrication de pesticides et d'autres produits agrochimiques"
"of_naf_20_30Z","of_naf_20_30","[20.30Z] Fabrication de peintures, vernis, encres et mastics"
"of_naf_20_41Z","of_naf_20_41","[20.41Z] Fabrication de savons, détergents et produits d'entretien"
"of_naf_20_42Z","of_naf_20_42","[20.42Z] Fabrication de parfums et de produits pour la toilette"
"of_naf_20_51Z","of_naf_20_51","[20.51Z] Fabrication de produits explosifs"
"of_naf_20_52Z","of_naf_20_52","[20.52Z] Fabrication de colles"
"of_naf_20_53Z","of_naf_20_53","[20.53Z] Fabrication d'huiles essentielles"
"of_naf_20_59Z","of_naf_20_59","[20.59Z] Fabrication d'autres produits chimiques n.c.a."
"of_naf_20_60Z","of_naf_20_60","[20.60Z] Fabrication de fibres artificielles ou synthétiques"
"of_naf_21_10Z","of_naf_21_10","[21.10Z] Fabrication de produits pharmaceutiques de base"
"of_naf_21_20Z","of_naf_21_20","[21.20Z] Fabrication de préparations pharmaceutiques"
"of_naf_22_11Z","of_naf_22_11","[22.11Z] Fabrication et rechapage de pneumatiques"
"of_naf_22_19Z","of_naf_22_19","[22.19Z] Fabrication d'autres articles en caoutchouc"
"of_naf_22_21Z","of_naf_22_21","[22.21Z] Fabrication de plaques, feuilles, tubes et profilés en matières plastiques"
"of_naf_22_22Z","of_naf_22_22","[22.22Z] Fabrication d'emballages en matières plastiques"
"of_naf_22_23Z","of_naf_22_23","[22.23Z] Fabrication d'éléments en matières plastiques pour la construction"
"of_naf_22_29A","of_naf_22_29","[22.29A] Fabrication de pièces techniques à base de matières plastiques"
"of_naf_22_29B","of_naf_22_29","[22.29B] Fabrication de produits de consommation courante en matières plastiques"
"of_naf_23_11Z","of_naf_23_11","[23.11Z] Fabrication de verre plat"
"of_naf_23_12Z","of_naf_23_12","[23.12Z] Façonnage et transformation du verre plat"
"of_naf_23_13Z","of_naf_23_13","[23.13Z] Fabrication de verre creux"
"of_naf_23_14Z","of_naf_23_14","[23.14Z] Fabrication de fibres de verre"
"of_naf_23_19Z","of_naf_23_19","[23.19Z] Fabrication et façonnage d'autres articles en verre, y compris verre technique"
"of_naf_23_20Z","of_naf_23_20","[23.20Z] Fabrication de produits réfractaires"
"of_naf_23_31Z","of_naf_23_31","[23.31Z] Fabrication de carreaux en céramique"
"of_naf_23_32Z","of_naf_23_32","[23.32Z] Fabrication de briques, tuiles et produits de construction, en terre cuite"
"of_naf_23_41Z","of_naf_23_41","[23.41Z] Fabrication d'articles céramiques à usage domestique ou ornemental"
"of_naf_23_42Z","of_naf_23_42","[23.42Z] Fabrication d'appareils sanitaires en céramique"
"of_naf_23_43Z","of_naf_23_43","[23.43Z] Fabrication d'isolateurs et pièces isolantes en céramique"
"of_naf_23_44Z","of_naf_23_44","[23.44Z] Fabrication d'autres produits céramiques à usage technique"
"of_naf_23_49Z","of_naf_23_49","[23.49Z] Fabrication d'autres produits céramiques"
"of_naf_23_51Z","of_naf_23_51","[23.51Z] Fabrication de ciment"
"of_naf_23_52Z","of_naf_23_52","[23.52Z] Fabrication de chaux et plâtre"
"of_naf_23_61Z","of_naf_23_61","[23.61Z] Fabrication d'éléments en béton pour la construction"
"of_naf_23_62Z","of_naf_23_62","[23.62Z] Fabrication d'éléments en plâtre pour la construction"
"of_naf_23_63Z","of_naf_23_63","[23.63Z] Fabrication de béton prêt à l'emploi"
"of_naf_23_64Z","of_naf_23_64","[23.64Z] Fabrication de mortiers et bétons secs"
"of_naf_23_65Z","of_naf_23_65","[23.65Z] Fabrication d'ouvrages en fibre-ciment"
"of_naf_23_69Z","of_naf_23_69","[23.69Z] Fabrication d'autres ouvrages en béton, en ciment ou en plâtre"
"of_naf_23_70Z","of_naf_23_70","[23.70Z] Taille, façonnage et finissage de pierres"
"of_naf_23_91Z","of_naf_23_91","[23.91Z] Fabrication de produits abrasifs"
"of_naf_23_99Z","of_naf_23_99","[23.99Z] Fabrication d'autres produits minéraux non métalliques n.c.a."
"of_naf_24_10Z","of_naf_24_10","[24.10Z] Sidérurgie"
"of_naf_24_20Z","of_naf_24_20","[24.20Z] Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier"
"of_naf_24_31Z","of_naf_24_31","[24.31Z] Étirage à froid de barres"
"of_naf_24_32Z","of_naf_24_32","[24.32Z] Laminage à froid de feuillards"
"of_naf_24_33Z","of_naf_24_33","[24.33Z] Profilage à froid par formage ou pliage"
"of_naf_24_34Z","of_naf_24_34","[24.34Z] Tréfilage à froid"
"of_naf_24_41Z","of_naf_24_41","[24.41Z] Production de métaux précieux"
"of_naf_24_42Z","of_naf_24_42","[24.42Z] Métallurgie de l'aluminium"
"of_naf_24_43Z","of_naf_24_43","[24.43Z] Métallurgie du plomb, du zinc ou de l'étain"
"of_naf_24_44Z","of_naf_24_44","[24.44Z] Métallurgie du cuivre"
"of_naf_24_45Z","of_naf_24_45","[24.45Z] Métallurgie des autres métaux non ferreux"
"of_naf_24_46Z","of_naf_24_46","[24.46Z] Élaboration et transformation de matières nucléaires"
"of_naf_24_51Z","of_naf_24_51","[24.51Z] Fonderie de fonte"
"of_naf_24_52Z","of_naf_24_52","[24.52Z] Fonderie d'acier"
"of_naf_24_53Z","of_naf_24_53","[24.53Z] Fonderie de métaux légers"
"of_naf_24_54Z","of_naf_24_54","[24.54Z] Fonderie d'autres métaux non ferreux"
"of_naf_25_11Z","of_naf_25_11","[25.11Z] Fabrication de structures métalliques et de parties de structures"
"of_naf_25_12Z","of_naf_25_12","[25.12Z] Fabrication de portes et fenêtres en métal"
"of_naf_25_21Z","of_naf_25_21","[25.21Z] Fabrication de radiateurs et de chaudières pour le chauffage central"
"of_naf_25_29Z","of_naf_25_29","[25.29Z] Fabrication d'autres réservoirs, citernes et conteneurs métalliques"
"of_naf_25_30Z","of_naf_25_30","[25.30Z] Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central"
"of_naf_25_40Z","of_naf_25_40","[25.40Z] Fabrication d'armes et de munitions"
"of_naf_25_50A","of_naf_25_50","[25.50A] Forge, estampage, matriçage ; métallurgie des poudres"
"of_naf_25_50B","of_naf_25_50","[25.50B] Découpage, emboutissage"
"of_naf_25_61Z","of_naf_25_61","[25.61Z] Traitement et revêtement des métaux"
"of_naf_25_62A","of_naf_25_62","[25.62A] Décolletage"
"of_naf_25_62B","of_naf_25_62","[25.62B] Mécanique industrielle"
"of_naf_25_71Z","of_naf_25_71","[25.71Z] Fabrication de coutellerie"
"of_naf_25_72Z","of_naf_25_72","[25.72Z] Fabrication de serrures et de ferrures"
"of_naf_25_73A","of_naf_25_73","[25.73A] Fabrication de moules et modèles"
"of_naf_25_73B","of_naf_25_73","[25.73B] Fabrication d'autres outillages"
"of_naf_25_91Z","of_naf_25_91","[25.91Z] Fabrication de fûts et emballages métalliques similaires"
"of_naf_25_92Z","of_naf_25_92","[25.92Z] Fabrication d'emballages métalliques légers"
"of_naf_25_93Z","of_naf_25_93","[25.93Z] Fabrication d'articles en fils métalliques, de chaînes et de ressorts"
"of_naf_25_94Z","of_naf_25_94","[25.94Z] Fabrication de vis et de boulons"
"of_naf_25_99A","of_naf_25_99","[25.99A] Fabrication d'articles métalliques ménagers"
"of_naf_25_99B","of_naf_25_99","[25.99B] Fabrication d'autres articles métalliques"
"of_naf_26_11Z","of_naf_26_11","[26.11Z] Fabrication de composants électroniques"
"of_naf_26_12Z","of_naf_26_12","[26.12Z] Fabrication de cartes électroniques assemblées"
"of_naf_26_20Z","of_naf_26_20","[26.20Z] Fabrication d'ordinateurs et d'équipements périphériques"
"of_naf_26_30Z","of_naf_26_30","[26.30Z] Fabrication d'équipements de communication"
"of_naf_26_40Z","of_naf_26_40","[26.40Z] Fabrication de produits électroniques grand public"
"of_naf_26_51A","of_naf_26_51","[26.51A] Fabrication d'équipements d'aide à la navigation"
"of_naf_26_51B","of_naf_26_51","[26.51B] Fabrication d'instrumentation scientifique et technique"
"of_naf_26_52Z","of_naf_26_52","[26.52Z] Horlogerie"
"of_naf_26_60Z","of_naf_26_60","[26.60Z] Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques"
"of_naf_26_70Z","of_naf_26_70","[26.70Z] Fabrication de matériels optique et photographique"
"of_naf_26_80Z","of_naf_26_80","[26.80Z] Fabrication de supports magnétiques et optiques"
"of_naf_27_11Z","of_naf_27_11","[27.11Z] Fabrication de moteurs, génératrices et transformateurs électriques"
"of_naf_27_12Z","of_naf_27_12","[27.12Z] Fabrication de matériel de distribution et de commande électrique"
"of_naf_27_20Z","of_naf_27_20","[27.20Z] Fabrication de piles et d'accumulateurs électriques"
"of_naf_27_31Z","of_naf_27_31","[27.31Z] Fabrication de câbles de fibres optiques"
"of_naf_27_32Z","of_naf_27_32","[27.32Z] Fabrication d'autres fils et câbles électroniques ou électriques"
"of_naf_27_33Z","of_naf_27_33","[27.33Z] Fabrication de matériel d'installation électrique"
"of_naf_27_40Z","of_naf_27_40","[27.40Z] Fabrication d'appareils d'éclairage électrique"
"of_naf_27_51Z","of_naf_27_51","[27.51Z] Fabrication d'appareils électroménagers"
"of_naf_27_52Z","of_naf_27_52","[27.52Z] Fabrication d'appareils ménagers non électriques"
"of_naf_27_90Z","of_naf_27_90","[27.90Z] Fabrication d'autres matériels électriques"
"of_naf_28_11Z","of_naf_28_11","[28.11Z] Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules"
"of_naf_28_12Z","of_naf_28_12","[28.12Z] Fabrication d'équipements hydrauliques et pneumatiques"
"of_naf_28_13Z","of_naf_28_13","[28.13Z] Fabrication d'autres pompes et compresseurs"
"of_naf_28_14Z","of_naf_28_14","[28.14Z] Fabrication d'autres articles de robinetterie"
"of_naf_28_15Z","of_naf_28_15","[28.15Z] Fabrication d'engrenages et d'organes mécaniques de transmission"
"of_naf_28_21Z","of_naf_28_21","[28.21Z] Fabrication de fours et brûleurs"
"of_naf_28_22Z","of_naf_28_22","[28.22Z] Fabrication de matériel de levage et de manutention"
"of_naf_28_23Z","of_naf_28_23","[28.23Z] Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques)"
"of_naf_28_24Z","of_naf_28_24","[28.24Z] Fabrication d'outillage portatif à moteur incorporé"
"of_naf_28_25Z","of_naf_28_25","[28.25Z] Fabrication d'équipements aérauliques et frigorifiques industriels"
"of_naf_28_29A","of_naf_28_29","[28.29A] Fabrication d'équipements d'emballage, de conditionnement et de pesage"
"of_naf_28_29B","of_naf_28_29","[28.29B] Fabrication d'autres machines d'usage général"
"of_naf_28_30Z","of_naf_28_30","[28.30Z] Fabrication de machines agricoles et forestières"
"of_naf_28_41Z","of_naf_28_41","[28.41Z] Fabrication de machines-outils pour le travail des métaux"
"of_naf_28_49Z","of_naf_28_49","[28.49Z] Fabrication d'autres machines-outils"
"of_naf_28_91Z","of_naf_28_91","[28.91Z] Fabrication de machines pour la métallurgie"
"of_naf_28_92Z","of_naf_28_92","[28.92Z] Fabrication de machines pour l'extraction ou la construction"
"of_naf_28_93Z","of_naf_28_93","[28.93Z] Fabrication de machines pour l'industrie agro-alimentaire"
"of_naf_28_94Z","of_naf_28_94","[28.94Z] Fabrication de machines pour les industries textiles"
"of_naf_28_95Z","of_naf_28_95","[28.95Z] Fabrication de machines pour les industries du papier et du carton"
"of_naf_28_96Z","of_naf_28_96","[28.96Z] Fabrication de machines pour le travail du caoutchouc ou des plastiques"
"of_naf_28_99A","of_naf_28_99","[28.99A] Fabrication de machines d'imprimerie"
"of_naf_28_99B","of_naf_28_99","[28.99B] Fabrication d'autres machines spécialisées"
"of_naf_29_10Z","of_naf_29_10","[29.10Z] Construction de véhicules automobiles"
"of_naf_29_20Z","of_naf_29_20","[29.20Z] Fabrication de carrosseries et remorques"
"of_naf_29_31Z","of_naf_29_31","[29.31Z] Fabrication d'équipements électriques et électroniques automobiles"
"of_naf_29_32Z","of_naf_29_32","[29.32Z] Fabrication d'autres équipements automobiles"
"of_naf_30_11Z","of_naf_30_11","[30.11Z] Construction de navires et de structures flottantes"
"of_naf_30_12Z","of_naf_30_12","[30.12Z] Construction de bateaux de plaisance"
"of_naf_30_20Z","of_naf_30_20","[30.20Z] Construction de locomotives et d'autre matériel ferroviaire roulant"
"of_naf_30_30Z","of_naf_30_30","[30.30Z] Construction aéronautique et spatiale"
"of_naf_30_40Z","of_naf_30_40","[30.40Z] Construction de véhicules militaires de combat"
"of_naf_30_91Z","of_naf_30_91","[30.91Z] Fabrication de motocycles"
"of_naf_30_92Z","of_naf_30_92","[30.92Z] Fabrication de bicyclettes et de véhicules pour invalides"
"of_naf_30_99Z","of_naf_30_99","[30.99Z] Fabrication d'autres équipements de transport n.c.a."
"of_naf_31_01Z","of_naf_31_01","[31.01Z] Fabrication de meubles de bureau et de magasin"
"of_naf_31_02Z","of_naf_31_02","[31.02Z] Fabrication de meubles de cuisine"
"of_naf_31_03Z","of_naf_31_03","[31.03Z] Fabrication de matelas"
"of_naf_31_09A","of_naf_31_09","[31.09A] Fabrication de sièges d'ameublement d'intérieur"
"of_naf_31_09B","of_naf_31_09","[31.09B] Fabrication d'autres meubles et industries connexes de l'ameublement"
"of_naf_32_11Z","of_naf_32_11","[32.11Z] Frappe de monnaie"
"of_naf_32_12Z","of_naf_32_12","[32.12Z] Fabrication d'articles de joaillerie et bijouterie"
"of_naf_32_13Z","of_naf_32_13","[32.13Z] Fabrication d'articles de bijouterie fantaisie et articles similaires"
"of_naf_32_20Z","of_naf_32_20","[32.20Z] Fabrication d'instruments de musique"
"of_naf_32_30Z","of_naf_32_30","[32.30Z] Fabrication d'articles de sport"
"of_naf_32_40Z","of_naf_32_40","[32.40Z] Fabrication de jeux et jouets"
"of_naf_32_50A","of_naf_32_50","[32.50A] Fabrication de matériel médico-chirurgical et dentaire"
"of_naf_32_50B","of_naf_32_50","[32.50B] Fabrication de lunettes"
"of_naf_32_91Z","of_naf_32_91","[32.91Z] Fabrication d'articles de brosserie"
"of_naf_32_99Z","of_naf_32_99","[32.99Z] Autres activités manufacturières n.c.a."
"of_naf_33_11Z","of_naf_33_11","[33.11Z] Réparation d'ouvrages en métaux"
"of_naf_33_12Z","of_naf_33_12","[33.12Z] Réparation de machines et équipements mécaniques"
"of_naf_33_13Z","of_naf_33_13","[33.13Z] Réparation de matériels électroniques et optiques"
"of_naf_33_14Z","of_naf_33_14","[33.14Z] Réparation d'équipements électriques"
"of_naf_33_15Z","of_naf_33_15","[33.15Z] Réparation et maintenance navale"
"of_naf_33_16Z","of_naf_33_16","[33.16Z] Réparation et maintenance d'aéronefs et d'engins spatiaux"
"of_naf_33_17Z","of_naf_33_17","[33.17Z] Réparation et maintenance d'autres équipements de transport"
"of_naf_33_19Z","of_naf_33_19","[33.19Z] Réparation d'autres équipements"
"of_naf_33_20A","of_naf_33_20","[33.20A] Installation de structures métalliques, chaudronnées et de tuyauterie"
"of_naf_33_20B","of_naf_33_20","[33.20B] Installation de machines et équipements mécaniques"
"of_naf_33_20C","of_naf_33_20","[33.20C] Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels"
"of_naf_33_20D","of_naf_33_20","[33.20D] Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels"
"of_naf_35_11Z","of_naf_35_11","[35.11Z] Production d'électricité"
"of_naf_35_12Z","of_naf_35_12","[35.12Z] Transport d'électricité"
"of_naf_35_13Z","of_naf_35_13","[35.13Z] Distribution d'électricité"
"of_naf_35_14Z","of_naf_35_14","[35.14Z] Commerce d'électricité"
"of_naf_35_21Z","of_naf_35_21","[35.21Z] Production de combustibles gazeux"
"of_naf_35_22Z","of_naf_35_22","[35.22Z] Distribution de combustibles gazeux par conduites"
"of_naf_35_23Z","of_naf_35_23","[35.23Z] Commerce de combustibles gazeux par conduites"
"of_naf_35_30Z","of_naf_35_30","[35.30Z] Production et distribution de vapeur et d'air conditionné"
